"","scrubbed_species_binomial","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","native_status","native_status_reason","native_status_sources","is_introduced","native_status_country","native_status_state_province","native_status_county_parish","country","state_province","county","locality","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","catalog_number","recorded_by","record_number","date_collected","identified_by","date_identified","identification_remarks","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_new_world","observation_type"
"56","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California",NA,"California",37.25027,-119.75138,1869-12-31,"GBIF","UConn","UConn","UConn","CONN",1807,"415899417","A. Kellogg",NA,1869-12-31,NA,NA,NA,NA,0,NA,1,"specimen"
"57","Quercus tomentella","Fagaceae","Quercus tomentella Engelm.","Fagaceae","Quercus tomentella","Engelm.","flowering plants","Accepted","Fagaceae","Engelm.","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","California",NA,"Santa Catalina Island (California)",33.38789,-118.41631,NA,"GBIF","MNHN","MNHN","MNHN","P",4620,"731809026","Nuttall, L.W.",NA,NA,NA,NA,NA,NA,0,NA,1,"specimen"
"58","Quercus austrina","Fagaceae","Quercus austrina Small","Fagaceae","Quercus austrina","Small","flowering plants","Accepted","Fagaceae","Small","N","Native to region, as per checklist","powo, usda",0,"N","N",NA,"United States","South Carolina","Beaufort","Spring Island",32.30162012,-80.834769651,1997-05-12,"CVS","Carolina Vegetation Survey","Robert Peet",NA,NA,72,NA,NA,NA,1997-05-12,"Robert Peet",2008-10-01,NA,0,0,NA,1,"plot"
"59","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California","Tijuana","en la ladera N 8 Km al ESE de la prese Rodríguez, este es el ejemplar más al norte conocido, a 16 K de la frontera con EEUU",32.416861,-116.833222,1970-11-05,"GBIF","BNHM-UCB","BNHM-UCB","BNHM-UCB","UC",3159,"1894069930","Reid Moran",NA,1970-11-05,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"60","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Los Angeles County: San Gabriel Mountains, Bailey Canyon Park, N of Sierra Madera.",34.171646,-118.062278,2017-09-17,"GBIF","DAV","DAV","DAV",NA,4338,"2421779575","D.O. Burge","2308",2017-09-17,NA,NA,NA,NA,0,NA,1,"specimen"
"61","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Monrovia, Hidden Valley Canyon. 525 N. Alta Vista, Monrovia.",34.15,-118,2007-11-11,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430105327","Susan Grose, L. Braccio, L. Gross","186",2007-11-11,NA,NA,NA,NA,0,NA,1,"specimen"
"62","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"San Antonio Canyon about 2 miles inland from San Antonio del Mar (Johnson's Ranch).",31.1607,-116.2475,1930-09-08,"GBIF","POM","POM","POM","POM",4714,"2629898760","I.  L. Wiggins",NA,1930-09-08,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"63","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"N side of rd from San Vicente to Erendira and San Isidro, 3 mi NE of Erendira, Baja California Norte",31.2943,-116.2551,1971-08-14,"GBIF","SBBG","SBBG","SBBG","SBBG",4756,"2629849095","J. M. Tucker",NA,1971-08-14,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"64","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Verdugo Mountains Region: North side: Whiting Woods Mountainway; dirt road at end of Whiting Woods Road, in the city of Verdugo City, road starts at Henderson Canyon and climbs to the main crest. On sunny ridge just above road. T02N R13W S33",34.2124999991223,-118.254722,2001-03-23,"GBIF","CHSC","CHSC","CHSC","VascularPlants",4298,"2418009415","LeRoy Gross","344",2001-03-23,NA,NA,NA,1,0,NA,1,"specimen"
"65","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Rancho Ontiveros: southern foothills of Otay Mountain just south of the US/Mex border between Tijuana and Tecate; along a side canyon of the Rio Tecate just west of the Mex. Hwy. 2 toll booth",32.546111,-116.854444,2005-04-26,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"2629920852","Jon Rebman",NA,2005-04-26,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"66","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Foothill Boulevard, west of Monrovia",34.15111,-118.01056,1946-10-12,"GBIF","UCR","UCR","UCR",NA,4853,"2422289706","John C. Roos","3131",1946-10-12,NA,NA,NA,NA,0,NA,1,"specimen"
"67","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Cedros Island, copper mine canyon, 1.5 miles from north end, on lower slope of arroyo bank",28.35,-115.21667,1974-03-28,"GBIF","SD","SD","SD",NA,4760,"2424807004","Reid Moran","21201",1974-03-28,NA,NA,NA,NA,0,NA,1,"specimen"
"68","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"1.2 miles south of San Antonio.",31.966667,-116.633333,1969-05-31,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430040692","Reid V. Moran","16021",1969-05-31,NA,NA,NA,NA,0,NA,1,"specimen"
"69","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Canada el Durazno, south of San Isidoro",30.75,-115.48333,1963-12-23,"GBIF","SD","SD","SD",NA,4760,"2424806966","Reid Moran","11379",1963-12-23,"J.M. Tucker, 1970",NA,NA,NA,0,NA,1,"specimen"
"70","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Mountains 4 miles north of Ensenada.",31.9333,-116.6,1967-09-02,"GBIF","RSABG","RSABG","RSABG","RSA",2529,"2629866494","Reid Moran",NA,1967-09-02,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"71","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Km. 8 carret. Ensenada-Tecate.",31.9606,-116.6604,1985-03-22,"GBIF","RSABG","RSABG","RSABG","RSA",2529,"2629866554","J. Delgadillo",NA,1985-03-22,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"72","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"1.2 miles south of San Antonio, on north slope in chaparral",31.9667,-116.633,1969-05-31,"GBIF","SD","SD","SD",NA,4760,"2424806792","Reid Moran","16021",1969-05-31,"J.M. Tucker, 1970",NA,NA,NA,0,NA,1,"specimen"
"73","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Arroyo de la Mina de Santa Marta.",28.908333,-113.625,1962-05-09,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430097076","Reid V. Moran","9774",1962-05-09,NA,NA,NA,NA,0,NA,1,"specimen"
"74","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Cedros Island, Cerro de Cedros top",28.12899,-115.22118,1983-04-16,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"2629853415","Thomas Oberbauer",NA,1983-04-16,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"75","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"7.8 mi S of Hwy 1 on road to San Isidro.",31.7151,-116.6586,1983-05-10,"GBIF","RSABG","RSABG","RSABG","RSA",2529,"2629863504","Barry  A. Prigge",NA,1983-05-10,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"76","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","San Gabriel Mountains. Kinneloa (''Sycamore'') Canyon.",34.129722,-117.795833,1945-09-20,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430412933","Louis C. Wheeler","6154",1945-09-20,NA,NA,NA,NA,0,NA,1,"specimen"
"77","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Thompson Wash 3 mi NE La Verne",34.1284,-117.7276,1931-10-01,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"1426126839","Wheeler, Louis C.","252",1931-10-01,NA,NA,NA,NA,0,NA,1,"specimen"
"78","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Clay knoll. Thompson Wash 3 miles NE La Verne.",34.125375,-117.734503,1931-10-11,"GBIF","DAV","DAV","DAV",NA,4338,"2421687694","Louis C. Wheeler","252",1931-10-11,"Kevin C. Nixon, Mar 1985",NA,NA,NA,0,NA,1,"specimen"
"79","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"S-facing slope above Rio San Isidro W of San Vicente, 12.5 km from Hwy 1 on road to Erendira.",31.333333,-116.416667,1983-11-17,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430305422","Robert F. Thorne, Walter Wisura","57739",1983-11-17,NA,NA,NA,NA,0,NA,1,"specimen"
"80","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Pasadena, CaliforniaInstitute of Technology",34.137723,-118.124295,1948-11-26,"GBIF","UCSC","UCSC","UCSC",NA,4857,"2459161159","Peter Kamb","s.n.",1948-11-26,NA,NA,NA,NA,0,NA,1,"specimen"
"81","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Monrovia, Hidden Valley Canyon. 525 N. Alta Vista, Monrovia.",34.15,-118,2007-11-11,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430164948","Susan Grose, L. Braccio, L. Gross","185",2007-11-11,NA,NA,NA,NA,0,NA,1,"specimen"
"82","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"2.0 miles northeast of Eréndira.",31.28333,-116.33333,1975-05-19,"GBIF","SD","SD","SD",NA,4760,"2424808350","Reid Moran","22021",1975-05-19,NA,NA,NA,NA,0,NA,1,"specimen"
"83","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Foothills above the city of Sierra Madre, 'one carter estates' at the end of Baldwin Ave.",34.170833,-118.05,2009-04-13,"GBIF","RSA","RSA","RSA","VascularPlants",4746,"2430235769","Justin M. Wood","500",2009-04-13,NA,NA,NA,NA,0,NA,1,"specimen"
"84","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Northwest slope, Cerro de la Mina de San Juan. Sierra San Borja, Baja California.",28.72,-113.63,1960-03-25,"GBIF","US","US","US","Botany",4885,"1322703119","R. V. Moran","8049",1960-03-25,NA,NA,NA,NA,0,NA,1,"specimen"
"85","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Monrovia",34.1441,-118.00195,1941-10-31,"GBIF","SD","SD","SD",NA,4760,"2424941319","Ward B. Holt","s.n.",1941-10-31,NA,NA,NA,NA,0,NA,1,"specimen"
"86","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"7.6 mi W of Hwy 1 from turnoff to La Bocana at Los Dolores",31.566667,-116.533333,1989-02-01,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"1426492927","Manos, P. S.; Nixon, K. C.","719",1989-02-01,NA,NA,NA,NA,0,NA,1,"specimen"
"87","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Northeast side of Webb School, Claremont, San Gabriel Mts.",34.12647,-117.736623,1959-03-03,"GBIF","UCSB","UCSB","UCSB",NA,4856,"2270271691","Robert H. Gill","11",1959-03-03,NA,NA,NA,NA,0,NA,1,"specimen"
"88","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Sierra san Pedro Martir, Arroyo Santa Cruz, 3 miles east of Valladares, on north slope",30.87097,-115.67046,1969-07-04,"GBIF","SD","SD","SD",NA,4760,"2424806841","Reid Moran","16275",1969-07-04,NA,NA,NA,NA,0,NA,1,"specimen"
"89","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","San Marino, Huntington Botanic Gardens",34.128103,-118.114427,1931-03-30,"GBIF","KU","KU","KU","KANU",4532,"623656387","Bonnie C Templeton",NA,1931-03-30,"Bonnie C Templeton",NA,NA,1,0,NA,1,"specimen"
"90","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Cedros Island. El Orphanito canyon, a tributary to Canyon de la mina, near the cistern (north end of island). (Coordinates estimated from google-earth.)",28.35179,-115.21652,2015-03-31,"GBIF","SDNHM","SDNHM","SDNHM","SD",2525,"2629860258","Sula Vanderplank",NA,2015-03-31,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"91","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Arroyo Santa Cruz, 3 miles east of Valladares.",30.8709,-115.6704,1969-07-04,"GBIF","RSABG","RSABG","RSABG","RSA",2529,"2629930524","Reid Moran",NA,1969-07-04,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"92","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","Santa Anita near Arcadia Los Angeles County, California.",34.147067,-118.057833,1937-08-31,"GBIF","DAV","DAV","DAV",NA,4338,"2421687713","C.H. Mueller","2523",1937-08-31,NA,NA,NA,NA,0,NA,1,"specimen"
"93","Quercus cedrosensis","Fagaceae","Quercus cedrosensis C.H.Mull.","Fagaceae","Quercus cedrosensis","C.H. Mull.","flowering plants","Accepted","Fagaceae","C.H. Mull.","Ne","Endemic to region, as per checklist","mexico",0,"Ne","Ne",NA,"Mexico","Baja California",NA,"Isla Cedros ('Punta norte'), 12 Km al N de Isla Natividad.",28.3701,-115.2188,1991-11-14,"GBIF","RSABG","RSABG","RSABG","RSA",2529,"2629931610","FERNANDO CHIANG",NA,1991-11-14,"NO DISPONIBLE",NA,NA,NA,0,NA,1,"specimen"
"94","Quercus engelmannii","Fagaceae","Quercus engelmannii Greene","Fagaceae","Quercus engelmannii","Greene","flowering plants","Accepted","Fagaceae","Greene","N","Native to region, as per checklist","usda",0,"N","N",NA,"United States","California","Los Angeles","at Monrovia",34.1487,-118.002,1904-06-01,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"1426129036","Grant, Geo. B.","1091",1904-06-01,NA,NA,NA,NA,0,NA,1,"specimen"
